food_id,food_name,category,calories,protein,carbs,fat,restaurant_name
1285,Ebi Fry Bowl,Bowl,560,30,68,18,Kitchens@ (Adyar)
1286,Tofu Donburi,Bowl,460,22,66,14,Kitchens@ (Adyar)
1287,Salmon Donburi,Bowl,580,38,66,18,Healthy Chef (Anna Nagar)
1288,Tuna Tataki Bowl,Bowl,480,38,54,14,Healthy Chef (Anna Nagar)
1289,Chicken Teriyaki Plate,Japanese,480,38,42,16,Hygge by Chef Goku
1290,Yakitori Chicken,Japanese,360,34,18,14,Hygge by Chef Goku
1291,Chicken Satay,Asian,420,34,22,20,Hygge by Chef Goku
1292,Beef Satay,Asian,460,36,22,24,Hygge by Chef Goku
1293,Shrimp Satay,Asian,380,28,22,18,Hygge by Chef Goku
1294,Gado Gado Bowl,Asian,480,18,58,22,Hygge by Chef Goku
1295,Chicken Rendang,Asian,560,38,20,34,Hygge by Chef Goku
1296,Beef Rendang,Asian,600,40,18,38,Hygge by Chef Goku
1297,Nasi Lemak Bowl,Asian,620,28,72,26,Hygge by Chef Goku
1298,Chicken Adobo,Asian,480,38,20,26,Hygge by Chef Goku
1299,Beef Tapa Bowl,Asian,560,38,52,20,Hygge by Chef Goku
1300,Chicken Inasal,Asian,400,40,14,18,Hygge by Chef Goku
